Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[10, 34, 136, 148, 216, 235, 247]",0.57,MLR,0.19,-0.17,-0.21,-0.6
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,0.11
[],0.49,MLR,-0.0,-0.04,0.0,-0.0
"[138, 269, 384]",0.43,MLR,0.32,0.21,-0.07,
